birthYear,birthDate,deathYear,deathCause_label
1889-01-01T00:00:00+02:00,1889-05-12,1980-01-01T00:00:00+02:00,Lung cancer
1889-01-01T00:00:00+02:00,1889-08-31,2004-01-01T00:00:00+02:00,Pneumonia
1889-01-01T00:00:00+02:00,1889-10-03,1944-01-01T00:00:00+02:00,Myocardial infarction
1889-01-01T00:00:00+02:00,1889-05-15,2003-01-01T00:00:00+02:00,Pneumonia
1889-01-01T00:00:00+02:00,1889-06-27,1954-01-01T00:00:00+02:00,Myocardial infarction
1889-01-01T00:00:00+02:00,1889-12-26,1962-01-01T00:00:00+02:00,Stroke
1889-01-01T00:00:00+02:00,1889-02-04,1960-01-01T00:00:00+02:00,Stroke
1889-01-01T00:00:00+02:00,1889-07-05,1963-01-01T00:00:00+02:00,Myocardial infarction
1889-01-01T00:00:00+02:00,1889-03-30,1947-01-01T00:00:00+02:00,Suicide
1889-01-01T00:00:00+02:00,1889-03-29,1951-01-01T00:00:00+02:00,Pneumonia
1889-01-01T00:00:00+02:00,1889-07-28,1948-01-01T00:00:00+02:00,Lung cancer
1889-01-01T00:00:00+02:00,1889-11-19,1966-01-01T00:00:00+02:00,Myocardial infarction
1889-01-01T00:00:00+02:00,1889-02-23,1975-01-01T00:00:00+02:00,Lung cancer
1890-01-01T00:00:00+02:00,1890-12-01,2004-01-01T00:00:00+02:00,Pneumonia
1890-01-01T00:00:00+02:00,{1890-06-22|1890-07-22},1995-01-01T00:00:00+02:00,Pneumonia
1890-01-01T00:00:00+02:00,1890-05-15,1956-01-01T00:00:00+02:00,Myocardial infarction
1890-01-01T00:00:00+02:00,1890-06-16,1965-01-01T00:00:00+02:00,Myocardial infarction
1890-01-01T00:00:00+02:00,1890-05-02,1966-01-01T00:00:00+02:00,Pneumonia
1890-01-01T00:00:00+02:00,1890-11-01,1962-01-01T00:00:00+02:00,Myocardial infarction
1890-01-01T00:00:00+02:00,1890-03-05,1938-01-01T00:00:00+02:00,Pneumonia
1890-01-01T00:00:00+02:00,1890-07-27,1976-01-01T00:00:00+02:00,Myocardial infarction
1890-01-01T00:00:00+02:00,1890-12-25,1949-01-01T00:00:00+02:00,Myocardial infarction
1890-01-01T00:00:00+02:00,1890-07-20,{0014-01-01T00:00:00+02:00|1966-01-01T00:00:00+02:00},Stroke
1890-01-01T00:00:00+02:00,1890-06-01,1949-01-01T00:00:00+02:00,Myocardial infarction
1890-01-01T00:00:00+02:00,1890-04-20,1971-01-01T00:00:00+02:00,Stroke
1890-01-01T00:00:00+02:00,1890-09-09,1980-01-01T00:00:00+02:00,{Leukemia|Pneumonia}
1891-01-01T00:00:00+02:00,1891-04-18,1956-01-01T00:00:00+02:00,Myocardial infarction
1891-01-01T00:00:00+02:00,1891-06-18,1946-01-01T00:00:00+02:00,Colorectal cancer
1891-01-01T00:00:00+02:00,1891-11-07,1976-01-01T00:00:00+02:00,Stroke
{1891-01-01T00:00:00+02:00|1895-01-01T00:00:00+02:00},{1891-08-03|1895-08-03},1941-01-01T00:00:00+02:00,Pneumonia
1891-01-01T00:00:00+02:00,1891-07-05,1987-01-01T00:00:00+02:00,Suicide
1891-01-01T00:00:00+02:00,1891-03-12,1954-01-01T00:00:00+02:00,{Pancreatitis|Pneumonia}
1891-01-01T00:00:00+02:00,1891-10-15,1971-01-01T00:00:00+02:00,Myocardial infarction
1891-01-01T00:00:00+02:00,1891-01-26,1973-01-01T00:00:00+02:00,Myocardial infarction
1891-01-01T00:00:00+02:00,1891-01-14,1938-01-01T00:00:00+02:00,Pneumonia
1891-01-01T00:00:00+02:00,1891-03-10,1984-01-01T00:00:00+02:00,Cancer
1891-01-01T00:00:00+02:00,1891-05-25,1973-01-01T00:00:00+02:00,Pneumonia
{1891-01-01T00:00:00+02:00|1894-01-01T00:00:00+02:00},{1891-03-26|1894-03-26},1962-01-01T00:00:00+02:00,Cancer
1891-01-01T00:00:00+02:00,1891-05-19,1957-01-01T00:00:00+02:00,Liver cancer
1891-01-01T00:00:00+02:00,1891-03-21,1966-01-01T00:00:00+02:00,Suicide
1892-01-01T00:00:00+02:00,1892-01-01T00:00:00+02:00,1951-01-01T00:00:00+02:00,Myocardial infarction
1892-01-01T00:00:00+02:00,1892-01-14,1992-01-01T00:00:00+02:00,Pneumonia
1892-01-01T00:00:00+02:00,1892-01-21,1950-01-01T00:00:00+02:00,Myocardial infarction
1892-01-01T00:00:00+02:00,1892-01-26,1978-01-01T00:00:00+02:00,Lung cancer
1892-01-01T00:00:00+02:00,1892-09-04,1979-01-01T00:00:00+02:00,Suicide
1892-01-01T00:00:00+02:00,1892-10-25,{1941-01-01T00:00:00+02:00|1970-01-01T00:00:00+02:00},Myocardial infarction
1892-01-01T00:00:00+02:00,1892-01-05,1955-01-01T00:00:00+02:00,Stomach cancer
1892-01-01T00:00:00+02:00,1892-12-31,1955-01-01T00:00:00+02:00,Myocardial infarction
1892-01-01T00:00:00+02:00,1892-12-31,1963-01-01T00:00:00+02:00,Myocardial infarction
1892-01-01T00:00:00+02:00,1892-05-16,1937-01-01T00:00:00+02:00,Myocardial infarction
1892-01-01T00:00:00+02:00,1892-09-11,1967-01-01T00:00:00+02:00,Lung cancer
1892-01-01T00:00:00+02:00,1892-02-27,1983-01-01T00:00:00+02:00,{Pneumonia|Prostate cancer}
1892-01-01T00:00:00+02:00,1892-09-17,1977-01-01T00:00:00+02:00,Myocardial infarction
1893-01-01T00:00:00+02:00,1893-03-06,1940-01-01T00:00:00+02:00,Suicide
1893-01-01T00:00:00+02:00,1893-11-09,1948-01-01T00:00:00+02:00,Suicide
1893-01-01T00:00:00+02:00,1893-05-26,1957-01-01T00:00:00+02:00,Head and neck cancer
1893-01-01T00:00:00+02:00,1893-11-14,1962-01-01T00:00:00+02:00,Suicide
1893-01-01T00:00:00+02:00,1893-03-28,1971-01-01T00:00:00+02:00,Myocardial infarction
1893-01-01T00:00:00+02:00,1893-01-01,1931-01-01T00:00:00+02:00,Myocardial infarction
1893-01-01T00:00:00+02:00,1893-01-08,1958-01-01T00:00:00+02:00,Myocardial infarction
1893-01-01T00:00:00+02:00,1893-05-04,1974-01-01T00:00:00+02:00,Lung cancer
1893-01-01T00:00:00+02:00,1893-11-02,1942-01-01T00:00:00+02:00,Myocardial infarction
1893-01-01T00:00:00+02:00,1893-07-18,1949-01-01T00:00:00+02:00,Myocardial infarction
1893-01-01T00:00:00+02:00,1893-12-01,2007-01-01T00:00:00+02:00,Pneumonia
1893-01-01T00:00:00+02:00,1893-07-24,1970-01-01T00:00:00+02:00,Myocardial infarction
{1893-01-01T00:00:00+02:00|1895-01-01T00:00:00+02:00},{1893-06-09|1895-06-09},1936-01-01T00:00:00+02:00,Myocardial infarction
1893-01-01T00:00:00+02:00,1893-12-07,1968-01-01T00:00:00+02:00,Pneumonia
1893-01-01T00:00:00+02:00,1893-10-20,1940-01-01T00:00:00+02:00,Myocardial infarction
1893-01-01T00:00:00+02:00,1893-04-17,1967-01-01T00:00:00+02:00,Cancer
1893-01-01T00:00:00+02:00,1893-05-09,1947-01-01T00:00:00+02:00,Skin cancer
1893-01-01T00:00:00+02:00,1893-07-22,1990-01-01T00:00:00+02:00,Stomach cancer
1894-01-01T00:00:00+02:00,1894-02-14,1974-01-01T00:00:00+02:00,Pancreatic cancer
1894-01-01T00:00:00+02:00,1894-02-07,1950-01-01T00:00:00+02:00,Myocardial infarction
1894-01-01T00:00:00+02:00,1894-09-22,1966-01-01T00:00:00+02:00,Myocardial infarction
1894-01-01T00:00:00+02:00,1894-08-01,1956-01-01T00:00:00+02:00,Myocardial infarction
1894-01-01T00:00:00+02:00,1894-09-14,1964-01-01T00:00:00+02:00,Myocardial infarction
1894-01-01T00:00:00+02:00,1894-02-01,1973-01-01T00:00:00+02:00,Stomach cancer
1894-01-01T00:00:00+02:00,1894-09-23,1968-01-01T00:00:00+02:00,Pneumonia
1894-01-01T00:00:00+02:00,1894-03-05,1950-01-01T00:00:00+02:00,Pancreatic cancer
1894-01-01T00:00:00+02:00,1894-09-12,1971-01-01T00:00:00+02:00,Stroke
1894-01-01T00:00:00+02:00,1894-06-28,1988-01-01T00:00:00+02:00,Pneumonia
1894-01-01T00:00:00+02:00,{1894-05-02|1894-05-26},1957-01-01T00:00:00+02:00,Pneumonia
1894-01-01T00:00:00+02:00,1894-10-26,1981-01-01T00:00:00+02:00,Myocardial infarction
1895-01-01T00:00:00+02:00,1895-12-05,1973-01-01T00:00:00+02:00,Myocardial infarction
1895-01-01T00:00:00+02:00,1895-11-14,2010-01-01T00:00:00+02:00,Pneumonia
1895-01-01T00:00:00+02:00,1895-07-26,1964-01-01T00:00:00+02:00,Myocardial infarction
1895-01-01T00:00:00+02:00,1895-03-11,1955-01-01T00:00:00+02:00,Myocardial infarction
1895-01-01T00:00:00+02:00,1895-08-18,1961-01-01T00:00:00+02:00,Cancer
1895-01-01T00:00:00+02:00,1895-06-10,1952-01-01T00:00:00+02:00,Breast cancer
1895-01-01T00:00:00+02:00,1895-10-21,1958-01-01T00:00:00+02:00,Head and neck cancer
1895-01-01T00:00:00+02:00,1895-10-28,1969-01-01T00:00:00+02:00,Myocardial infarction
1895-01-01T00:00:00+02:00,1895-08-25,1987-01-01T00:00:00+02:00,Pneumonia
1895-01-01T00:00:00+02:00,1895-10-04,1966-01-01T00:00:00+02:00,Lung cancer
1895-01-01T00:00:00+02:00,1895-02-16,1963-01-01T00:00:00+02:00,Myocardial infarction
1896-01-01T00:00:00+02:00,1896-12-30,1963-01-01T00:00:00+02:00,Cancer
1896-01-01T00:00:00+02:00,1896-01-01T00:00:00+02:00,1961-01-01T00:00:00+02:00,Esophageal cancer
1896-01-01T00:00:00+02:00,1896-12-16,1984-01-01T00:00:00+02:00,Pneumonia
1896-01-01T00:00:00+02:00,1896-11-19,1967-01-01T00:00:00+02:00,Myocardial infarction
1896-01-01T00:00:00+02:00,1896-08-30,1983-01-01T00:00:00+02:00,Pneumonia
1896-01-01T00:00:00+02:00,1896-12-31,1987-01-01T00:00:00+02:00,Pneumonia
1896-01-01T00:00:00+02:00,1896-01-26,1960-01-01T00:00:00+02:00,Liver cancer
1896-01-01T00:00:00+02:00,1896-06-18,1986-01-01T00:00:00+02:00,Stroke
1896-01-01T00:00:00+02:00,1896-04-27,1937-01-01T00:00:00+02:00,Suicide
1896-01-01T00:00:00+02:00,{1896-02-02|1896-09-02},1967-01-01T00:00:00+02:00,Stroke
1896-01-01T00:00:00+02:00,1896-05-04,1982-01-01T00:00:00+02:00,Myocardial infarction
1897-01-01T00:00:00+02:00,1897-07-18,1937-01-01T00:00:00+02:00,Pneumonia
1897-01-01T00:00:00+02:00,1897-08-31,1975-01-01T00:00:00+02:00,Prostate cancer
1897-01-01T00:00:00+02:00,1897-11-08,1980-01-01T00:00:00+02:00,Myocardial infarction
1897-01-01T00:00:00+02:00,1897-12-24,2013-01-01T00:00:00+02:00,Pneumonia
1897-01-01T00:00:00+02:00,1897-08-12,1938-01-01T00:00:00+02:00,Myocardial infarction
1897-01-01T00:00:00+02:00,1897-01-03,1961-01-01T00:00:00+02:00,Stomach cancer
{1897-01-01T00:00:00+02:00|1899-01-01T00:00:00+02:00},{1897-07-10|1899-07-10},1936-01-01T00:00:00+02:00,Myocardial infarction
1897-01-01T00:00:00+02:00,1897-03-08,1970-01-01T00:00:00+02:00,Myocardial infarction
1897-01-01T00:00:00+02:00,1897-08-05,1954-01-01T00:00:00+02:00,Myocardial infarction
1897-01-01T00:00:00+02:00,1897-07-08,1970-01-01T00:00:00+02:00,Cancer
1897-01-01T00:00:00+02:00,1897-06-19,1975-01-01T00:00:00+02:00,Lung cancer
1897-01-01T00:00:00+02:00,1897-11-27,1969-01-01T00:00:00+02:00,Myocardial infarction
1897-01-01T00:00:00+02:00,1897-02-19,1931-01-01T00:00:00+02:00,Pneumonia
1897-01-01T00:00:00+02:00,1897-11-22,1940-01-01T00:00:00+02:00,Suicide
1898-01-01T00:00:00+02:00,1898-08-16,1971-01-01T00:00:00+02:00,Myocardial infarction
1898-01-01T00:00:00+02:00,1898-08-10,1979-01-01T00:00:00+02:00,Myocardial infarction
1898-01-01T00:00:00+02:00,1898-10-28,1951-01-01T00:00:00+02:00,Myocardial infarction
1898-01-01T00:00:00+02:00,1898-05-10,1941-01-01T00:00:00+02:00,Suicide
1898-01-01T00:00:00+02:00,1898-10-17,1991-01-01T00:00:00+02:00,Pneumonia
1898-01-01T00:00:00+02:00,1898-11-04,1978-01-01T00:00:00+02:00,Myocardial infarction
1898-01-01T00:00:00+02:00,1898-06-30,1985-01-01T00:00:00+02:00,Cancer
1898-01-01T00:00:00+02:00,1898-01-01T00:00:00+02:00,1945-01-01T00:00:00+02:00,Myocardial infarction
1898-01-01T00:00:00+02:00,1898-12-14,1980-01-01T00:00:00+02:00,Cancer
1898-01-01T00:00:00+02:00,1898-04-19,1973-01-01T00:00:00+02:00,Pneumonia
1898-01-01T00:00:00+02:00,1898-07-04,1965-01-01T00:00:00+02:00,Myocardial infarction
1898-01-01T00:00:00+02:00,1898-02-26,1945-01-01T00:00:00+02:00,Suicide
1899-01-01T00:00:00+02:00,1899-04-02,1961-01-01T00:00:00+02:00,Myocardial infarction
1899-01-01T00:00:00+02:00,1899-07-17,1986-01-01T00:00:00+02:00,Myocardial infarction
1899-01-01T00:00:00+02:00,1899-06-27,1981-01-01T00:00:00+02:00,Stroke
1899-01-01T00:00:00+02:00,1899-11-11,1983-01-01T00:00:00+02:00,Myocardial infarction
1899-01-01T00:00:00+02:00,1899-05-06,1969-01-01T00:00:00+02:00,Stroke
1899-01-01T00:00:00+02:00,1899-11-21,1967-01-01T00:00:00+02:00,Pneumonia
1899-01-01T00:00:00+02:00,1899-06-11,1975-01-01T00:00:00+02:00,Pneumonia
1899-01-01T00:00:00+02:00,1899-02-15,{1996-01-01T00:00:00+02:00|1997-01-01T00:00:00+02:00},Stroke
1899-01-01T00:00:00+02:00,1899-12-25,1957-01-01T00:00:00+02:00,Esophageal cancer
